Horodatage,Essai_ID,X_Voulu,Y_Voulu,Theta1_Voulu,Theta4_Voulu,X_Encodeur,Y_Encodeur,Theta1_Encodeur,Theta4_Encodeur
2026-03-16 10:16:53,CERCLE_101653,0.1,0.35,131.36,27.4,0.04,0.4052,135.0,45.0
2026-03-16 10:16:53,CERCLE_101653,0.09980267284282716,0.3562790519529313,130.75,28.43,0.04,0.4052,135.0,45.0
2026-03-16 10:16:53,CERCLE_101653,0.0992114701314478,0.3625333233564304,130.2,29.52,0.0439,0.4051,134.4,44.4
2026-03-16 10:16:53,CERCLE_101653,0.09822872507286888,0.3687381314585724,129.71,30.65,0.0536,0.407,132.6,43.2
2026-03-16 10:16:53,CERCLE_101653,0.09685831611286311,0.37486898871648544,129.28,31.83,0.0652,0.4065,130.8,41.4
2026-03-16 10:16:53,CERCLE_101653,0.09510565162951536,0.38090169943749475,128.91,33.04,0.0726,0.4019,130.2,39.6
2026-03-16 10:16:53,CERCLE_101653,0.09297764858882515,0.38681245526846775,128.59,34.29,0.0798,0.3971,129.6,37.8
2026-03-16 10:16:53,CERCLE_101653,0.09048270524660196,0.39257792915650724,128.34,35.56,0.0865,0.3879,129.6,35.4
2026-03-16 10:16:54,CERCLE_101653,0.08763066800438636,0.3981753674101715,128.14,36.86,0.0886,0.3898,129.0,35.4
2026-03-16 10:16:54,CERCLE_101653,0.08443279255020152,0.40358267949789967,127.99,38.17,0.0886,0.3898,129.0,35.4
2026-03-16 10:16:54,CERCLE_101653,0.08090169943749476,0.4087785252292473,127.91,39.5,0.0886,0.3898,129.0,35.4
2026-03-16 10:16:54,CERCLE_101653,0.07705132427757894,0.413742398974869,127.88,40.83,0.0853,0.3945,129.0,36.6
2026-03-16 10:16:54,CERCLE_101653,0.07289686274214116,0.4184547105928689,127.91,42.16,0.0823,0.4032,128.4,38.4
2026-03-16 10:16:54,CERCLE_101653,0.06845471059286887,0.4228968627421411,128.0,43.49,0.0789,0.4076,128.4,39.6
2026-03-16 10:16:54,CERCLE_101653,0.06374239897486898,0.4270513242775789,128.14,44.82,0.0753,0.412,128.4,40.8
2026-03-16 10:16:54,CERCLE_101653,0.05877852522924733,0.43090169943749473,128.34,46.13,0.0698,0.4185,128.4,42.6
2026-03-16 10:16:54,CERCLE_101653,0.05358267949789966,0.4344327925502015,128.6,47.43,0.0661,0.4227,128.4,43.8
2026-03-16 10:16:54,CERCLE_101653,0.04817536741017152,0.4376306680043863,128.92,48.7,0.0622,0.4269,128.4,45.0
2026-03-16 10:16:54,CERCLE_101653,0.042577929156507266,0.44048270524660194,129.3,49.96,0.0583,0.431,128.4,46.2
2026-03-16 10:16:54,CERCLE_101653,0.03681245526846781,0.4429776485888251,129.73,51.19,0.0544,0.435,128.4,47.4
2026-03-16 10:16:54,CERCLE_101653,0.030901699437494747,0.4451056516295153,130.22,52.38,0.0504,0.4389,128.4,48.6
2026-03-16 10:16:54,CERCLE_101653,0.024868988716485477,0.4468583161128631,130.77,53.55,0.0463,0.4428,128.4,49.8
2026-03-16 10:16:54,CERCLE_101653,0.018738131458572473,0.4482287250728688,131.38,54.67,0.0442,0.4447,128.4,50.4
2026-03-16 10:16:54,CERCLE_101653,0.012533323356430448,0.44921147013144774,132.04,55.75,0.0358,0.4484,129.0,52.2
2026-03-16 10:16:55,CERCLE_101653,0.006279051952931353,0.44980267284282716,132.76,56.8,0.0294,0.4501,129.6,53.4
2026-03-16 10:16:55,CERCLE_101653,6.123233995736766e-18,0.44999999999999996,133.53,57.79,0.0252,0.45,130.2,54.0
2026-03-16 10:16:55,CERCLE_101653,-0.0062790519529313405,0.44980267284282716,134.36,58.74,0.0188,0.4516,130.8,55.2
2026-03-16 10:16:55,CERCLE_101653,-0.012533323356430415,0.4492114701314478,135.24,59.63,0.0101,0.4548,131.4,57.0
2026-03-16 10:16:55,CERCLE_101653,-0.01873813145857246,0.44822872507286887,136.16,60.47,0.0081,0.4529,132.0,57.0
2026-03-16 10:16:55,CERCLE_101653,-0.024868988716485487,0.4468583161128631,137.14,61.26,0.0015,0.4542,132.6,58.2
2026-03-16 10:16:55,CERCLE_101653,-0.030901699437494712,0.4451056516295153,138.16,62.0,-0.007,0.4534,133.8,59.4
